temperaturamnimaextrema_ACUM,latitud,longitud
11,17.55138889,-99.50083333
11,17.57,-97.61666667
11,17.65194444,-97.81083333
11,17.82972222,-98.29805556
11,17.85305556,-97.9
11,17.88833333,-97.81777778
11,17.98333333,-92.93333333
11,18.13416667,-99.83111111
11,18.17472222,-93.48888889
11,18.34777778,-99.4775
11,18.545,-100.6
11,18.61,-99.42444444
11,18.63555556,-90.16555556
11,18.85,-97.1
11,18.89222222,-99.23333333
11,19.01972222,-97.45055556
11,19.02694444,-98.77972222
11,19.05805556,-100.0530556
11,19.2225,-104.4905556
11,19.34638889,-97.45611111
11,19.35944444,-89.58111111
11,19.37055556,-103.0194444
11,19.38833333,-104.0469444
11,19.405,-99.56305556
11,19.44083333,-99.54527778
11,19.45,-96.54416667
11,19.45055556,-98.93166667
11,19.45361111,-99.23833333
11,19.53888889,-99.39694444
11,19.56166667,-99.01944444
11,19.56388889,-99.85
11,19.62388889,-98.67527778
11,19.78333333,-101.4777778
11,19.88888889,-102.205
11,20.43944444,-103.6325
11,20.62083333,-104.5680556
11,20.95972222,-97.41888889
11,21.20694444,-103.4588889
11,21.22444444,-101.82
11,21.32583333,-101.7138889
11,21.32972222,-103.6141667
11,21.39166667,-98.875
11,21.41388889,-98.48333333
11,21.48277778,-101.2166667
11,21.48638889,-103.0208333
11,21.63166667,-102.3911111
11,21.63333333,-99.25833333
11,21.80944444,-99.85444444
11,21.89027778,-102.8325
11,21.90555556,-102.265
11,21.92138889,-99.99638889
11,21.9725,-102.3625
11,22.05305556,-100.4588889
11,22.08305556,-102.0911111
11,22.16638889,-101.9519444
11,22.2075,-101.0222222
11,22.22361111,-102.1688889
11,22.28277778,-101.5808333
11,22.30694444,-103.5616667
11,22.34722222,-101.7158333
11,22.39583333,-101.8313889
11,22.49055556,-103.8388889
11,22.60444444,-101.4386111
11,22.64277778,-103.0019444
11,22.74694444,-102.5066667
11,22.77194444,-103.9441667
11,22.83166667,-102.4988889
11,22.87694444,-98.035
11,22.98861111,-99.145
11,22.99694444,-102.6605556
11,23.23888889,-99.09611111
11,23.34583333,-109.6458333
11,23.44972222,-102.9597222
11,23.95666667,-103.4475
11,23.98333333,-99.75
11,24.28166667,-103.3977778
11,24.4875,-106.9541667
11,24.52277778,-105.9516667
11,24.66694444,-99.25388889
11,24.79166667,-112.1111111
11,24.80833333,-105.1338889
11,24.84444444,-110.9736111
11,25.00055556,-111.8338889
11,25.12916667,-106.3625
11,25.18194444,-99.83222222
11,25.26166667,-111.7744444
11,25.26527778,-103.7736111
11,25.36333333,-106.7005556
11,25.76111111,-112.0375
11,25.83333333,-97.43333333
11,25.87222222,-108.3236111
11,26.01666667,-111.3472222
11,26.38055556,-112.5986111
11,27.12555556,-109.8419444
11,27.19361111,-109.1955556
11,27.22138889,-112.2205556
11,27.29166667,-109.3583333
11,27.3,-109.9683333
11,27.35416667,-110.0355556
11,27.39305556,-108.5361111
11,27.40944444,-110.0375
11,27.41111111,-112.5777778
11,27.41194444,-108.8766667
11,27.415,-109.6283333
11,27.48333333,-109.9166667
11,27.54861111,-112.975
11,27.59833333,-113.0319444
11,27.68888889,-114.8972222
11,27.77666667,-109.9044444
11,27.82305556,-109.8858333
11,27.84694444,-115.0813889
11,28.77166667,-107.2555556
11,28.82277778,-111.9366667
11,28.89666667,-110.8319444
11,28.89666667,-110.25
11,29.09888889,-110.9541667
11,29.20444444,-110.1402778
11,29.21333333,-110.7286111
11,29.83666667,-111.4788889
11,30.15555556,-110.245
11,30.45194444,-111.2061111
11,30.66583333,-111.405
11,30.78333333,-110.85
11,31.14833333,-109.5413889
11,31.32694444,-109.9477778
11,20.70444444,-100.4594444
11,21.04,-99.86277778
11,21.13527778,-99.6275
11,21.36527778,-99.59027778
11,25.38305556,-101.4755556
11,25.51833333,-101.3861111
11,25.52777778,-103.2280556
11,25.53916667,-100.9508333
11,25.77388889,-103.2627778
11,25.93916667,-103.2825
11,25.97694444,-101.2488889
11,26.12805556,-101.0763889
11,26.39277778,-101.3533333
11,29.15861111,-100.9883333
11.1,16.23333333,-92.13333333
11.1,16.66333333,-96.3075
11.1,18.31333333,-101.735
11.1,18.98694444,-98.91972222
11.1,23.91861111,-99.00444444
11.1,27.06388889,-100.0133333
11.2,15.36416667,-92.24805556
11.2,18.33194444,-97.47444444
11.2,18.77861111,-98.54083333
11.2,19.44694444,-96.78361111
11.2,21.49166667,-98.64916667
11.2,23.17833333,-109.7016667
11.2,24.08388889,-99.12694444
11.2,25.34194444,-107.5430556
11.2,25.66777778,-108.02
11.2,26.18194444,-112.0777778
11.3,18.73333333,-102.75
11.3,20.06111111,-101.8888889
11.3,21.31805556,-105.0130556
11.3,21.43083333,-99.00833333
11.3,23.45361111,-105.8258333
11.3,23.74777778,-99.17166667
11.3,23.87805556,-110.1130556
11.3,32.47611111,-114.7619444
11.4,22.36111111,-104.4316667
11.4,28.93194444,-109.7483333
11.4,30.53333333,-111.1166667
11.4,28.7,-100.5166667
11.5,16.25111111,-92.13416667
11.5,17.17722222,-96.78305556
11.5,18.7125,-98.2625
11.5,19.18388889,-104.1255556
11.5,19.31555556,-103.9347222
11.5,22.32194444,-98.87
11.5,23.08416667,-98.7875
11.5,23.36388889,-110.1652778
11.5,23.80694444,-110.0583333
11.5,24.83888889,-111.1272222
11.5,24.93611111,-107.82
11.5,25.19527778,-112.1111111
11.5,26.90833333,-101.4225
11.6,18.29583333,-97.16388889
11.6,18.91694444,-99.68472222
11.6,25.42944444,-100.1288889
11.7,18.37555556,-98.36305556
11.7,19.91444444,-104.0636111
11.7,23.75555556,-110.2705556
11.7,25.73361111,-100.3047222
11.7,27.05944444,-109.0063889
11.7,27.71305556,-109.9041667
11.8,18.6125,-98.165
11.8,21.0275,-98.28972222
11.8,23.06944444,-109.7069444
11.8,24.8125,-110.9805556
11.9,19.44305556,-99.46444444
11.9,20.62361111,-103.2411111
11.9,20.94777778,-101.4427778
11.9,22.53333333,-99.33333333
11.9,24.14583333,-110.2055556
11.9,24.14833333,-105.9527778
12,18.10944444,-98.48333333
12,18.89305556,-100.1022222
12,18.93666667,-98.92805556
12,21.05194444,-103.4388889
12,23.44861111,-110.2233333
12.1,18.60083333,-99.54305556
12.1,18.79805556,-98.81222222
12.1,19.47444444,-104.4058333
12.1,23.73222222,-99.17722222
12.1,24.74805556,-107.4344444
12.1,27.48138889,-109.9380556
12.1,28.28333333,-110.7
12.2,18.735,-99.26583333
12.2,19.60472222,-96.9
12.2,22.43,-99.30666667
12.2,24.03611111,-110.125
12.2,26.04305556,-107.4566667
12.2,26.76194444,-108.7833333
12.2,26.88888889,-111.9844444
12.2,27.07194444,-109.4433333
12.3,18.64777778,-99.64861111
12.3,18.74888889,-98.16916667
12.3,21.21666667,-99.46666667
12.4,15.72861111,-92.96888889
12.4,19.98722222,-97.29833333
12.4,20.79055556,-87.28027778
12.4,20.88277778,-103.8366667
12.4,21.32916667,-97.8775
12.4,27.45472222,-110.0361111
12.4,29.42694444,-110.3922222
12.5,18.8675,-99.42916667
12.5,20.33555556,-103.0175
12.5,21.825,-103.7833333
12.5,22.85222222,-99.12
12.5,23.59722222,-109.5861111
12.5,23.725,-98.74527778
12.5,27.55,-110.5
12.6,18.50277778,-99.79222222
12.6,21.38555556,-98.99055556
12.6,22.11805556,-99.16666667
12.6,22.42388889,-98.42277778
12.6,23.72388889,-106.7816667
12.7,16.79694444,-93.26527778
12.7,18.45944444,-99.40083333
12.7,18.88,-99.15333333
12.7,23.33194444,-109.9472222
12.8,17.36666667,-95.93305556
12.8,18.19972222,-98.26027778
12.8,18.3,-98.05
12.8,18.70583333,-99.09388889
12.8,18.75916667,-99.12111111
12.8,19.57416667,-103.9127778
12.8,20.4275,-97.78666667
12.8,21.29805556,-98.35638889
12.8,21.61722222,-98.65277778
12.8,21.905,-99.24861111
12.8,22.24694444,-99.12083333
12.8,22.79833333,-105.265
12.8,22.88194444,-109.9125
12.8,23.69916667,-99.18805556
12.8,25.86527778,-111.5444444
12.8,26.25583333,-98.80638889
12.8,26.71555556,-113.5741667
12.9,18.85444444,-99.02166667
12.9,19.45055556,-104.3591667
12.9,21.37277778,-98.65527778
12.9,23.96805556,-109.9361111
12.9,25.46944444,-108.0916667
12.9,25.71805556,-99.25583333
12.9,25.73472222,-111.2694444
12.9,27.33888889,-112.2697222
12.9,32.55,-115.4666667
13,18.53111111,-98.9375
13,18.91861111,-99.23416667
13,19.285,-104.245
13,21.80583333,-98.99166667
13,22.00638889,-99.05444444
13,26.23222222,-98.59694444
13.1,17.08305556,-96.70972222
13.1,18.2225,-99.2075
13.1,19.64861111,-103.9833333
13.1,20.48861111,-87.7375
13.1,23.21666667,-99.07666667
13.2,16.6,-97.2
13.2,18.47111111,-98.77777778
13.2,18.93083333,-100.5647222
13.2,20.13694444,-90.17472222
13.2,21.04083333,-98.15305556
13.2,22.11,-99.28666667
13.2,25.09444444,-107.3930556
13.3,16.18416667,-92.2875
13.3,16.87305556,-93.22694444
13.3,17.56694444,-98.7275
13.3,17.77777778,-98.72972222
13.3,21.785,-98.91777778
13.3,21.87,-98.68333333
13.3,24.76555556,-107.7030556
13.4,31.02916667,-114.8394444
13.5,18.405,-96.83583333
13.5,21.48666667,-97.91333333
13.5,23.02277778,-99.09444444
13.6,18.65,-99.18333333
13.6,18.685,-99.24388889
13.6,18.72583333,-99.46916667
13.6,18.85444444,-99.22722222
13.6,21.975,-98.56666667
13.6,23.10833333,-109.8541667
13.6,23.28861111,-109.4377778
13.7,16.63666667,-95.95972222
13.7,16.90944444,-91.73027778
13.7,18.12611111,-89.14361111
13.7,18.75722222,-99.37277778
13.7,19.38416667,-100.8247222
13.7,22.23,-98.41222222
13.7,24.77972222,-111.15
13.7,26.54333333,-111.5491667
13.8,16.69194444,-93.56305556
13.8,18.3025,-99.33277778
13.8,18.64333333,-98.69111111
13.8,18.70027778,-99.38444444
13.8,19.05083333,-90.40694444
13.8,19.17638889,-100.2163889
13.8,21.48916667,-104.8930556
13.8,21.66666667,-98.97333333
13.8,21.83583333,-98.81666667
13.8,22.25527778,-104.5161111
13.8,23.5625,-106.4666667
13.8,24.07083333,-98.74222222
13.9,16.55194444,-95.08444444
13.9,17.8225,-101.0769444
13.9,18.13416667,-99.92583333
13.9,23.7,-98.2
13.9,25.5625,-108.4611111
14,20.42638889,-90.03111111
14,20.74833333,-97.865
14,21.22027778,-98.67444444
14,22.43333333,-105.1708333
14,23.38527778,-109.8169444
14.1,15.43361111,-92.11416667
14.1,18.68,-99.46361111
14.1,18.81027778,-98.95083333
14.1,20.88722222,-97.80972222
14.1,21.66666667,-98.88444444
14.1,25.34305556,-107.2208333
14.1,26.76694444,-108.8216667
14.2,15.34666667,-92.47611111
14.2,18.52,-99.145
14.2,18.65083333,-98.9925
14.2,19.00833333,-88.83333333
14.2,19.05361111,-101.4205556
14.2,21.32666667,-98.83888889
14.2,22.32444444,-98.1475
14.2,24.08027778,-109.9944444
14.2,24.14861111,-110.5677778
14.3,15.75166667,-92.27361111
14.3,17.21666667,-95.45
14.3,18.33527778,-100.0725
14.3,18.86027778,-99.32638889
14.3,21.50416667,-98.56472222
14.3,21.83222222,-98.50388889
14.4,20.1,-97.41027778
14.4,20.29,-103.1891667
14.4,21.70166667,-99.04166667
14.4,24.13472222,-110.3361111
14.4,24.59027778,-111.4638889
14.5,16.30888889,-92.48611111
14.5,19.42388889,-100.9072222
14.5,21.01944444,-98.34805556
14.5,21.73472222,-98.95
14.5,24.26888889,-106.5197222
14.5,24.79194444,-107.3980556
14.6,17.54027778,-98.59055556
14.6,18.98805556,-102.1030556
14.6,23.34055556,-106.2405556
14.7,17.88305556,-96.53305556
14.7,18.52666667,-98.58222222
14.7,19.17166667,-103.8608333
14.7,19.31222222,-103.7261111
14.7,21.24111111,-98.75888889
14.7,22.12583333,-98.73
14.8,16.50333333,-96.10833333
14.8,18.09611111,-99.55638889
14.8,18.50416667,-95.03555556
14.8,18.58388889,-99.18416667
14.8,20.40444444,-97.84472222
14.8,20.92944444,-97.67944444
14.8,21.97361111,-99.00138889
14.8,26.7,-108.3166667
14.9,15.70861111,-92.20861111
14.9,20.48888889,-97.4875
14.9,21.378333,-98.763056
14.9,21.81416667,-98.01416667
14.9,23.43888889,-110.0694444
15,19.15,-102.225
15,20.03222222,-88.54194444
15,20.19333333,-88.36611111
15,21.345,-98.22611111
15,21.41805556,-98.88333333
15,22.001667,-98.761667
15,22.05916667,-98.17555556
15,23.075,-110.0258333
15,23.91388889,-106.9041667
15,24.32361111,-107.3677778
15.1,18.69166667,-100.4302778
15.1,19.16222222,-103.5241667
15.1,26.01277778,-111.3433333
15.2,18.45833333,-88.93222222
15.2,18.73,-99.38361111
15.2,18.77055556,-100.2572222
15.2,18.98277778,-103.5308333
15.2,19.35972222,-104.0925
15.2,20.44166667,-97.76138889
15.2,21.47166667,-98.97166667
15.2,22.6375,-105.3208333
15.3,18.32361111,-98.81972222
15.3,19.26194444,-103.6133333
15.3,19.29166667,-104.5583333
15.3,19.72972222,-90.35083333
15.3,20.14,-97.20111111
15.3,24.65833333,-107.8422222
15.4,16.78888889,-95.37166667
15.4,18.5775,-99.18055556
15.4,18.60055556,-88.80972222
15.4,19.0125,-102.2
15.4,19.69694444,-103.9827778
15.4,19.71666667,-89.85
15.4,22.21027778,-98.39055556
15.5,16.55,-96.36666667
15.5,19.73888889,-88.70972222
15.6,17.42833333,-93.02861111
15.6,19.63305556,-88.6875
15.7,16.45361111,-93.05555556
15.7,18.01722222,-89.27
15.7,18.05666667,-90.82055556
15.7,18.29805556,-99.11972222
15.7,19.50138889,-88.39777778
15.8,15.87083333,-92.72388889
15.8,16.48305556,-94.36777778
15.8,17.54,-92.34666667
15.8,19.11222222,-103.8838889
15.8,19.52722222,-90.18777778
15.8,21.11638889,-97.41333333
15.8,21.62777778,-99.01583333
15.8,21.68166667,-97.69388889
15.8,22.3775,-97.91333333
15.8,23.68055556,-109.6972222
15.8,26.14166667,-111.4555556
15.9,16.16305556,-93.07638889
15.9,16.47111111,-94.00388889
15.9,19.225,-104.2322222
15.9,19.26638889,-104.3416667
15.9,19.36305556,-96.65833333
15.9,19.96138889,-90.22777778
15.9,21.09583333,-87.48555556
16,17.87361111,-94.08888889
16,18.61222222,-98.46805556
16,18.63833333,-90.29833333
16,19.20055556,-102.8372222
16.1,15.17388889,-92.32527778
16.1,19.10027778,-103.6205556
16.2,17.14,-92.71416667
16.2,17.89,-96.99055556
16.2,18.24527778,-99.66194444
16.2,18.3875,-88.9125
16.2,19.08861111,-102.3508333
16.2,20.05194444,-96.97277778
16.2,21.56083333,-98.81916667
16.3,16.57194444,-97.66666667
16.3,16.96527778,-93.12027778
16.3,18.01666667,-96.28305556
16.3,18.78111111,-100.4363889
16.3,19.98805556,-90.11777778
16.3,21.54833333,-99.68861111
16.4,18.29555556,-98.81555556
16.4,19.05611111,-103.7863889
16.4,19.11777778,-103.7455556
16.5,16.72277778,-93.015
16.5,17.35,-92.83333333
16.5,17.43444444,-95.49388889
16.5,18.14444444,-95.29583333
16.5,19.21666667,-103.7130556
16.5,19.24694444,-102.7686111
16.5,19.33805556,-103.6072222
16.5,20.28138889,-101.0063889
16.6,16.58083333,-90.70222222
16.6,17.11666667,-93.33055556
16.6,17.92027778,-99.03861111
16.6,18.10833333,-93.345
16.6,18.52916667,-99.07
16.6,19.2375,-104.5619444
16.6,19.24222222,-103.7202778
16.6,19.61472222,-90.21666667
16.6,20.63444444,-87.07777778
16.6,20.98833333,-87.20444444
16.7,16.47527778,-95.28138889
16.7,18.736944,-102.788333
16.7,19.66444444,-89.85916667
16.7,19.75777778,-89.84305556
16.7,22.40555556,-105.4583333
16.8,16.25,-94.23305556
16.8,19.26138889,-96.41
16.8,19.45916667,-89.73805556
16.8,19.80222222,-88.75444444
16.8,20.54638889,-89.84944444
16.9,16.64416667,-93.15722222
16.9,18.96722222,-103.3952778
16.9,19.59611111,-96.38361111
17,16.55277778,-92.80416667
17,18.25,-95.35972222
17,18.34972222,-99.55
17,18.90277778,-100.7361111
17,19.09555556,-100.6586111
17,19.18888889,-88.52388889
17,19.23638889,-102.77
17,20.59638889,-105.22
17,27.28333333,-112.25
17.1,16.75,-93.13333333
17.1,17.41666667,-94.91388889
17.1,17.42916667,-95.01944444
17.1,18.64638889,-95.53194444
17.1,19.36472222,-96.37444444
17.2,16.93888889,-93.82083333
17.2,17.14833333,-93.42361111
17.2,18.25833333,-95.94166667
17.2,18.50833333,-89.395
17.2,18.7525,-99.85194444
17.2,18.81305556,-88.57277778
17.2,19.56666667,-88.05
17.2,19.67305556,-90.47361111
17.3,18.1375,-94.77083333
17.3,18.93,-104.0811111
17.4,18.90222222,-103.7919444
17.4,19.00472222,-103.7313889
17.4,19.16194444,-104.2655556
17.4,19.83333333,-90.5
17.5,18.59722222,-95.44722222
17.5,19.40833333,-96.51638889
17.5,19.69444444,-88.37638889
17.5,20.00361111,-89.7475
17.5,20.19722222,-90.12222222
17.5,20.88222222,-87.54638889
17.6,17.41666667,-93.38333333
17.6,17.99305556,-95.40277778
17.6,18.97277778,-91.17583333
17.6,19.21138889,-103.8063889
17.6,19.57833333,-89.60055556
17.6,20.18333333,-90.13333333
17.6,20.32138889,-90.05888889
17.6,22.18333333,-98.56111111
17.7,16.71166667,-94.74833333
17.7,16.75277778,-93.11666667
17.7,17.7475,-98.65305556
17.7,18.00861111,-88.82305556
17.7,19.36194444,-103.7936111
17.8,19.29444444,-90.57583333
17.8,19.90111111,-88.81194444
17.9,18.46666667,-95.43611111
17.9,18.57222222,-88.45944444
17.9,18.80333333,-103.7738889
17.9,19.14777778,-102.3325
17.9,19.30638889,-104.8875
18,17.57194444,-94.16333333
18,17.68305556,-95.89055556
18,17.88333333,-95.14583333
18,18.27055556,-95.55694444
18,18.77805556,-90.9225
18,18.91416667,-101.7177778
18,19.50277778,-96.61111111
18,19.84222222,-90.53166667
18,20.46722222,-89.07944444
18.1,15.73916667,-96.54444444
18.1,18.78222222,-91.49444444
18.1,19.16194444,-88.10361111
18.1,21.27583333,-89.65388889
18.2,16.94166667,-93.09861111
18.2,17.575,-95.18055556
18.2,18.18277778,-91.04583333
18.2,18.18444444,-91.04611111
18.2,18.25,-96.4
18.2,18.59222222,-89.41722222
18.2,19.35555556,-90.72333333
18.2,21.02972222,-89.63972222
18.3,18.93833333,-103.9463889
18.3,19.14472222,-90.47944444
18.3,19.5125,-90.41083333
18.4,18.11111111,-93.49666667
18.4,18.51,-88.56861111
18.4,18.75888889,-103.7258333
18.4,19.87388889,-89.92694444
18.5,15.97916667,-95.68888889
18.5,17.98333333,-101.8838889
18.5,18.1875,-96.09444444
18.5,18.25305556,-92.09194444
18.5,23.27083333,-109.7791667
18.6,17.08916667,-100.3261111
18.6,17.55833333,-92.33333333
18.6,18.60444444,-90.74111111
18.7,16.43444444,-95.37416667
18.7,17.44944444,-91.49305556
18.7,20.22555556,-87.45805556
18.8,16.74055556,-93.03111111
18.8,16.95,-99.68333333
18.8,17.97388889,-93.76833333
18.8,17.9975,-93.27861111
18.8,18.77083333,-95.75555556
18.8,18.81555556,-103.6341667
18.9,14.91972222,-92.25694444
18.9,17.55833333,-93.10833333
18.9,18.03361111,-102.1958333
19,17.46111111,-92.7775
19,17.79527778,-98.56444444
19,18.90833333,-103.8744444
19,19.845,-90.27
19.1,16.76305556,-99.74888889
19.1,18.50305556,-88.48138889
19.1,18.63166667,-91.05027778
19.1,21.89027778,-98.85416667
19.2,15.96666667,-96.06666667
19.2,17.40083333,-93.45
19.2,17.74194444,-91.76305556
19.2,17.85416667,-93.87916667
19.2,18.23166667,-88.66555556
19.3,18.09194444,-92.13888889
19.4,17.51333333,-92.92
19.4,18.29333333,-88.64166667
19.5,18.38416667,-92.6
19.6,18.49972222,-88.32638889
19.7,18.00111111,-93.37638889
19.7,18.39083333,-92.88333333
19.7,20.69027778,-90.4525
19.8,17.54888889,-92.95333333
19.8,17.75666667,-92.605
19.8,17.85444444,-92.93
19.8,18.00888889,-92.87722222
19.8,19.50555556,-90.58416667
19.9,18.51888889,-88.30083333
20,17.99666667,-92.92833333
20.1,15.875,-93.54583333
20.2,15.2025,-92.55805556
20.2,16.24166667,-93.90833333
20.3,16.28305556,-97.83305556
20.3,16.8225,-99.47833333
20.3,17.38055556,-92.75
20.4,15.14138889,-92.48638889
20.5,18.00472222,-99.27916667
20.6,15.45166667,-92.87611111
20.6,17.97638889,-102.1080556
20.6,19.04888889,-104.2983333
20.7,18.65472222,-91.76166667
20.8,15.33083333,-92.65583333
20.8,17.82,-92.37333333
21,14.61777778,-92.18472222
21,15.00222222,-92.40027778
21,17.79166667,-91.15833333
21.1,16.88805556,-99.86194444
21.2,15.67,-96.49
21.2,20.51,-86.94611111
21.3,17.33527778,-100.3533333
21.3,21.15666667,-86.82027778
21.5,15.50055556,-92.94305556
21.6,17.00722222,-100.0875
21.7,15.96305556,-95.70277778
21.9,14.92083333,-92.25
22,18.50166667,-88.29805556
22.7,17.93666667,-91.17722222
22.8,17.80416667,-92.48333333
25,18.22166667,-89.45361111
