lluviatotalmensual_ACUM,latitud,longitud
1008,20.5425,-102.7930556
415.1,20.54444444,-100.6855556
503.1,20.54638889,-89.84944444
628.9,20.56527778,-101.1997222
560.4,20.57777778,-100.7455556
1869.83,20.59638889,-105.22
297.56,20.59694444,-98.76583333
809.31,20.60805556,-102.2152778
163.46,20.615,-99.11555556
91.8,20.62083333,-104.5680556
769.49,20.62361111,-103.2411111
437.28,20.62555556,-101.6758333
1390.4,20.63444444,-87.07777778
15.54,20.63944444,-99.32777778
1153.1,20.64055556,-98.65527778
217.04,20.64138889,-98.82861111
235.6,20.66416667,-99.13666667
510.1,20.66833333,-101.3372222
742.2,20.67527778,-101.8441667
758,20.69027778,-90.4525
847.78,20.69583333,-102.9525
816.76,20.70027778,-103.9761111
530.6,20.71583333,-101.3697222
612,20.73527778,-101.2261111
1520.94,20.74833333,-97.865
1385.4,20.79055556,-87.28027778
654,20.8425,-101.5938889
740.5,20.8575,-102.22
502.5,20.87,-101.2947222
1244.5,20.88222222,-87.54638889
877.24,20.88277778,-103.8366667
1103.94,20.88722222,-97.80972222
10,20.90555556,-103.7263889
1135,20.90638889,-103.9797222
435,20.91916667,-100.4313889
10,20.92416667,-104.4811111
798.1,20.92777778,-103.0233333
1027.11,20.92944444,-97.67944444
433.1,20.94333333,-101.4302778
498.2,20.94777778,-101.4427778
321.9,20.95777778,-100.8933333
92.1,20.95972222,-97.41888889
1065,20.98833333,-87.20444444
1784.39,20.99166667,-98.65861111
716.41,20.99416667,-101.9941667
602.3,21.01222222,-101.265
602.3,21.01472222,-101.2661111
727.01,21.01805556,-102.8258333
1192.7,21.01944444,-98.34805556
1284.3,21.0275,-98.28972222
1110,21.02972222,-89.63972222
1127.27,21.04083333,-98.15305556
10,21.04305556,-104.7538889
880.51,21.05194444,-103.4388889
1206.21,21.09583333,-87.48555556
186.2,21.10777778,-100.8780556
10,21.11583333,-104.2608333
932.1,21.11638889,-97.41333333
550.5,21.13611111,-101.6988889
275.07,21.15222222,-100.9513889
1277.42,21.15666667,-86.82027778
760.02,21.18166667,-102.8905556
1061.2,21.18444444,-97.81444444
70.6,21.20694444,-103.4588889
699.73,21.2125,-103.3638889
298.6,21.22,-100.4961111
1031.36,21.22027778,-98.67444444
753.85,21.22388889,-103.6058333
24.7,21.22444444,-101.82
804.14,21.225,-98.89166667
1286.93,21.24111111,-98.75888889
633.3,21.26527778,-102.7769444
10,21.27583333,-97.56
569.3,21.27583333,-89.65388889
1039,21.29805556,-98.35638889
219,21.29861111,-100.0925
1053,21.29888889,-104.8766667
232.5,21.29916667,-100.5166667
1052.19,21.30944444,-104.9066667
188.6,21.31805556,-105.0130556
55.2,21.32583333,-101.7138889
1619.04,21.32666667,-98.83888889
1307,21.32916667,-97.8775
521.5,21.32972222,-103.6141667
715,21.345,-98.22611111
10,21.34583333,-87.43027778
336.8,21.34777778,-101.9413889
958.5,21.35388889,-97.68166667
634.49,21.3575,-102.8455556
444.29,21.36027778,-101.9205556
1131.3,21.37277778,-98.65527778
1057.55,21.37666667,-104.6183333
984,21.378333,-98.763056
2111.03,21.38555556,-98.99055556
154.1,21.39166667,-98.875
729,21.40472222,-103.1141667
62.7,21.41388889,-98.48333333
1627.49,21.41805556,-98.88333333
4024.01,21.43083333,-99.00833333
680.79,21.43361111,-102.5738889
758,21.46166667,-103.0866667
548.16,21.46861111,-103.4619444
1668.2,21.47166667,-98.97166667
36.9,21.48277778,-101.2166667
69.3,21.48638889,-103.0208333
837.04,21.48666667,-97.91333333
1241.3,21.48916667,-104.8930556
947.63,21.49166667,-98.64916667
733.07,21.49944444,-103.5505556
10,21.50277778,-102.6525
409.9,21.50416667,-98.56472222
75.7,21.52444444,-104.8088889
490,21.54,-102.5966667
464.41,21.56055556,-102.7863889
1142.1,21.56083333,-98.81916667
468.95,21.56333333,-102.4394444
680.67,21.60472222,-103.3377778
2492.05,21.6125,-99.11666667
725,21.61722222,-98.65277778
371.43,21.62555556,-101.9663889
2366,21.62777778,-99.01583333
54.5,21.63166667,-102.3911111
76.5,21.63333333,-99.25833333
742.15,21.64944444,-103.3397222
232,21.65,-101.4797222
811.39,21.65222222,-102.9813889
665.8,21.66666667,-98.88444444
1257.9,21.66666667,-98.97333333
193.57,21.66694444,-100.5727778
855.9,21.68166667,-97.69388889
10,21.6825,-104.3161111
759.35,21.68916667,-98.60916667
1389.8,21.70166667,-99.04166667
414.2,21.72583333,-102.2722222
345.5,21.73111111,-102.4527778
487.5,21.7325,-103.2147222
1217.56,21.73472222,-98.95
681.8,21.74222222,-102.7169444
480,21.74805556,-102.1702778
370.3,21.75722222,-102.3022222
739.21,21.77361111,-103.3094444
452.5,21.77861111,-102.1038889
465.1,21.78055556,-102.3716667
997.8,21.785,-98.91777778
538.9,21.79444444,-102.8016667
467.3,21.80194444,-102.2730556
1177,21.80583333,-98.99166667
28.3,21.80944444,-99.85444444
458.2,21.80944444,-102.1297222
874.08,21.81138889,-103.4591667
496,21.81416667,-98.01416667
1082.5,21.81777778,-98.945
541.45,21.825,-103.7833333
707.1,21.83222222,-98.50388889
422.2,21.83527778,-102.1825
912.5,21.83583333,-98.81666667
433,21.8375,-102.5222222
10,21.84166667,-98.925
461.2,21.85027778,-102.2908333
353.9,21.86,-102.6638889
719,21.87,-98.68333333
478.5,21.87722222,-102.4633333
438.2,21.885,-102.1091667
50.7,21.89027778,-102.8325
730.35,21.89027778,-98.85416667
407.2,21.89555556,-102.3086111
439.3,21.89777778,-101.9925
1292.82,21.905,-99.24861111
411.7,21.90555556,-102.265
308.2,21.90916667,-102.0869444
281.4,21.91333333,-101.3844444
376,21.91638889,-101.9694444
29.9,21.92138889,-99.99638889
645.71,21.92333333,-103.3163889
667.89,21.93333333,-103.0933333
370,21.935,-102.5508333
398,21.93777778,-100.5844444
573.4,21.95861111,-102.4758333
388,21.96222222,-102.3505556
402,21.96444444,-102.6972222
35.3,21.9725,-102.3625
579,21.97361111,-99.00138889
652.32,21.975,-98.56666667
365.1,21.97583333,-102.0619444
894.96,21.98222222,-98.93194444
316.9,21.98638889,-102.35
459.5,21.99666667,-102.6741667
404.1,22.00027778,-102.8891667
474.7,22.00083333,-102.1988889
787.63,22.001667,-98.761667
992.79,22.00638889,-99.05444444
553,22.01694444,-100.375
315,22.01833333,-101.8547222
353.3,22.01888889,-101.9991667
293,22.03916667,-101.8925
0,22.05305556,-100.4588889
598,22.05888889,-103.3619444
673.76,22.05916667,-98.17555556
351.5,22.07888889,-102.2730556
35.4,22.08305556,-102.0911111
266.9,22.08833333,-101.9672222
379.5,22.09111111,-102.1813889
391.75,22.09777778,-102.8719444
261.13,22.09833333,-100.71
376.8,22.10083333,-102.0677778
1336.19,22.11,-99.28666667
262.2,22.11777778,-101.3991667
1119.6,22.11805556,-99.16666667
390,22.12083333,-102.8591667
322.5,22.12333333,-102.5111111
800,22.12583333,-98.73
273.4,22.12805556,-102.3594444
1034,22.13388889,-99.54
283.5,22.14138889,-102.4152778
295.5,22.14722222,-102.2791667
475.12,22.15666667,-103.2327778
430.8,22.16444444,-102.5541667
234,22.16638889,-101.9519444
426.3,22.1775,-102.5861111
514.9,22.18333333,-98.56111111
359.8,22.20277778,-102.135
27.4,22.2075,-101.0222222
397.9,22.20833333,-102.0222222
624.8,22.21027778,-98.39055556
739.03,22.21361111,-98.985
31,22.22361111,-102.1688889
517.2,22.23,-98.41222222
344.6,22.23277778,-102.4436111
557,22.24694444,-99.12083333
281.5,22.25305556,-99.67416667
788.94,22.25527778,-104.5161111
311.22,22.26472222,-101.9855556
12,22.28277778,-101.5808333
586,22.28611111,-102.2358333
30.6,22.30694444,-103.5616667
358.5,22.31333333,-102.1658333
772.04,22.32194444,-98.87
666.06,22.32444444,-98.1475
472.79,22.33305556,-103.4933333
22.9,22.34722222,-101.7158333
593.52,22.34722222,-102.7966667
874,22.35222222,-99.03861111
717.5,22.36111111,-104.4316667
206,22.36277778,-99.86416667
342.4,22.36277778,-102.2969444
514.7,22.36277778,-102.8891667
907.9,22.37222222,-99.2875
1076.7,22.37222222,-99.455
789.9,22.3775,-97.91333333
26,22.39583333,-101.8313889
451.97,22.4,-103.7261111
382.61,22.40194444,-99.59944444
1101,22.40555556,-105.4583333
6,22.41194444,-99.84694444
827.41,22.42388889,-98.42277778
940.33,22.43,-99.30666667
411.77,22.43194444,-100.2808333
1555.48,22.43333333,-105.1708333
310.03,22.43888889,-102.2516667
194,22.44194444,-101.7855556
273,22.45305556,-102.3472222
460.3,22.45472222,-103.1536111
878,22.46805556,-104.2166667
104,22.48527778,-99.56277778
174.01,22.48638889,-101.7911111
373.74,22.4875,-102.46
57.8,22.49055556,-103.8388889
688.5,22.49333333,-99.42888889
1002.26,22.52083333,-104.3186111
806.54,22.53333333,-99.33333333
557,22.54444444,-103.5663889
412.7,22.54805556,-102.7908333
426.61,22.57777778,-102.2694444
777.7,22.58361111,-99.43666667
181.55,22.60444444,-101.4386111
418.62,22.60972222,-103.0975
10,22.61138889,-104.0508333
253.6,22.61694444,-102.7672222
676,22.6175,-100.3980556
615.2,22.61944444,-99.62055556
10,22.62027778,-103.6530556
530.3,22.62361111,-103.4116667
989,22.6375,-105.3208333
406.43,22.64277778,-103.0019444
10,22.64527778,-104.1005556
463.7,22.64972222,-103.6997222
10,22.65027778,-102.4916667
339.9,22.65333333,-102.355
103,22.66194444,-99.90611111
630.73,22.6625,-103.3575
272.5,22.66861111,-101.1294444
10,22.67305556,-102.0408333
512.25,22.68611111,-103.6025
373.85,22.72111111,-102.6866667
332.83,22.74555556,-102.3694444
31.1,22.74694444,-102.5066667
431.22,22.76138889,-102.5766667
553.16,22.7675,-102.5886111
52.6,22.77194444,-103.9441667
560.7,22.77277778,-103.5686111
345.4,22.77888889,-102.5669444
396.44,22.79416667,-98.71611111
1523.6,22.79833333,-105.265
315.1,22.82361111,-102.9516667
26,22.83166667,-102.4988889
370.2,22.84472222,-103.3825
757.05,22.85222222,-99.12
380.4,22.85805556,-102.6066667
10,22.86333333,-105.1183333
243,22.86527778,-102.1902778
62.8,22.87694444,-98.035
147.75,22.88194444,-109.9125
365.16,22.90861111,-102.6597222
304.65,22.91166667,-103.2780556
10,22.91888889,-104.0086111
140,22.92027778,-101.095
77.7,22.925,-100.4611111
421.13,22.92583333,-103.1127778
264.5,22.94083333,-102.4875
74.7,22.98861111,-99.145
387.13,22.99277778,-102.8372222
205,22.99666667,-109.8452778
32.5,22.99694444,-102.6605556
709.36,23.02277778,-99.09444444
0,23.05305556,-109.915
117.51,23.06944444,-109.7069444
196.26,23.075,-110.0258333
622.35,23.08416667,-98.7875
594.5,23.09194444,-103.6711111
270,23.10833333,-109.8541667
79,23.11444444,-101.5458333
423,23.14333333,-110.0011111
406,23.14444444,-98.75111111
249,23.14805556,-101.3430556
148.1,23.16444444,-101.8858333
0,23.17222222,-109.9861111
301.62,23.17388889,-102.8908333
224,23.17833333,-109.7016667
634,23.21666667,-99.07666667
45.34,23.22083333,-110.1444444
479.24,23.23166667,-103.6438889
280.12,23.2375,-110.0680556
65.6,23.23888889,-99.09611111
266.3,23.24138889,-102.5747222
278.9,23.24888889,-103.8047222
25,23.27083333,-109.7791667
274.06,23.28166667,-103.1088889
201.15,23.28861111,-109.4377778
268,23.28888889,-102.3441667
254,23.33194444,-109.9472222
542.41,23.34055556,-106.2405556
643.9,23.34583333,-109.6458333
119.5,23.36222222,-100.5541667
120,23.36388889,-110.1652778
485,23.38527778,-109.8169444
362.46,23.4225,-100.1180556
82,23.43888889,-110.0694444
175,23.44111111,-109.7944444
154.37,23.44861111,-110.2233333
27.1,23.44972222,-102.9597222
390.49,23.45027778,-102.3891667
98.5,23.45361111,-105.8258333
478,23.45361111,-99.50916667
51,23.47194444,-103.88
210,23.47222222,-109.4527778
308.4,23.47388889,-103.5813889
14.2,23.48222222,-109.7183333
201,23.49777778,-102.1336111
509,23.53333333,-110.0744444
288.1,23.53888889,-109.6763889
231,23.54222222,-110.1491667
408.6,23.55555556,-103.5669444
404.3,23.5625,-106.4666667
10,23.56916667,-99.415
450,23.57444444,-99.85666667
488.5,23.58,-103.2638889
36.5,23.58194444,-110.2208333
173.73,23.59722222,-109.5861111
10,23.60222222,-102.7338889
283.5,23.61805556,-101.7230556
647.55,23.62666667,-98.37083333
581.09,23.63472222,-103.6397222
389.1,23.63888889,-103.6366667
34,23.64583333,-100.7011111
358.74,23.68055556,-109.6972222
672,23.69027778,-109.9444444
1749.91,23.69027778,-105.3527778
406.42,23.69305556,-103.0936111
10,23.69583333,-110.1194444
775,23.69916667,-99.18805556
10,23.69944444,-101.93
725.21,23.7,-98.2
478.22,23.72388889,-106.7816667
431.24,23.725,-98.74527778
546.23,23.73222222,-99.17722222
109,23.73333333,-101.2244444
10,23.73555556,-103.3872222
702.32,23.74166667,-109.8402778
588.6,23.74777778,-99.17166667
113,23.75555556,-110.2705556
10,23.76666667,-98.2
25.7,23.78333333,-102.1602778
530.7,23.79222222,-109.875
521.06,23.80222222,-110.1091667
511.78,23.80694444,-110.0583333
10,23.80944444,-102.4719444
429.19,23.81694444,-103.0258333
814.68,23.82166667,-104.9261111
749.3,23.83444444,-105.0416667
10,23.84333333,-101.96
0,23.86111111,-110.6555556
997.1,23.86944444,-110.0708333
299,23.87805556,-110.1130556
73.5,23.88527778,-100.9513889
186,23.89305556,-110.1430556
10,23.90277778,-101.7191667
10,23.90444444,-99.11777778
589.3,23.91388889,-106.9041667
652,23.91861111,-99.00444444
10,23.925,-110.2638889
330.12,23.95666667,-103.4475
526.49,23.96444444,-104.735
314.58,23.96805556,-109.9361111
228.07,23.98055556,-110.15
21.7,23.98333333,-99.75
576.42,23.98638889,-104.6361111
325.06,24.00138889,-103.0194444
215.94,24.02166667,-110.3552778
10,24.03611111,-110.125
265.3,24.04527778,-99.39388889
317.5,24.05222222,-110.2011111
390.8,24.07083333,-98.74222222
239.61,24.08027778,-109.9944444
395.18,24.08388889,-99.12694444
539,24.09472222,-104.5997222
313.91,24.10305556,-99.81833333
135.47,24.13472222,-110.3361111
210,24.14583333,-110.2055556
10,24.14777778,-101.4836111
636.6,24.14833333,-105.9527778
103,24.14861111,-110.5677778
10,24.17444444,-105.9666667
619.4,24.18138889,-99.59527778
758.94,24.20527778,-104.6580556
331.98,24.21444444,-101.9222222
403.5,24.25138889,-103.7955556
656.46,24.2525,-99.43444444
1071.1,24.26888889,-106.5197222
46.4,24.28166667,-103.3977778
603.44,24.2875,-103.4430556
418.16,24.28861111,-103.5066667
61.04,24.30416667,-111.2125
389.5,24.32222222,-102.8844444
301.56,24.32361111,-107.3677778
71.5,24.39166667,-111.1083333
10,24.39388889,-101.0966667
236.81,24.40111111,-103.7369444
259.91,24.44111111,-100.3572222
430,24.44333333,-103.1325
10,24.44388889,-102.3736111
1196.5,24.44388889,-105.785
134.4,24.46972222,-111.0016667
58.7,24.4875,-106.9541667
44.2,24.52277778,-105.9516667
10,24.53333333,-100.8833333
563,24.55277778,-103.9641667
479.05,24.56666667,-99.55111111
146.02,24.57666667,-102.7802778
10,24.59,-102.1108333
159,24.59027778,-111.4638889
161,24.59388889,-110.9916667
163,24.62138889,-101.3894444
131.43,24.63138889,-102.7827778
332,24.64055556,-101.5558333
459.3,24.64055556,-103.6983333
119,24.65138889,-111.2152778
453,24.65833333,-107.8422222
8.3,24.66694444,-99.25388889
10,24.6775,-101.7730556
514.54,24.68472222,-110.8444444
10,24.70555556,-103.5725
499,24.73666667,-103.5855556
741.61,24.74805556,-107.4344444
592.07,24.76555556,-107.7030556
198.45,24.77972222,-111.15
40,24.79166667,-112.1111111
952.28,24.79194444,-107.3980556
451.68,24.79305556,-104.0377778
2295.5,24.8,-107.1625
489.8,24.80694444,-104.9219444
70.1,24.80833333,-105.1338889
152,24.8125,-110.9805556
213.06,24.82861111,-111.2188889
205.6,24.83888889,-111.1272222
136,24.84027778,-111.7833333
94,24.84444444,-110.9736111
372.08,24.86944444,-103.6983333
260.6,24.9075,-111.2905556
191,24.93,-111.6283333
614.51,24.93611111,-107.82
10,24.98805556,-102.2130556
0,24.99166667,-111.4
182,25.00055556,-111.8338889
235.7,25.00972222,-111.6466667
209.92,25.03222222,-111.6702778
603.23,25.05,-105.4152778
210,25.05333333,-111.1222222
817,25.0625,-106.5305556
248.51,25.09166667,-111.3255556
165.5,25.09444444,-111.5083333
981.35,25.09444444,-107.3930556
234,25.12083333,-111.8133333
290,25.12222222,-111.9541667
85,25.12916667,-106.3625
69.5,25.18194444,-99.83222222
367.12,25.18333333,-104.5625
129,25.18888889,-111.4111111
248,25.19527778,-112.1111111
140.4,25.20138889,-111.5597222
384.4,25.22055556,-105.4488889
495.3,25.22222222,-108.1902778
203.52,25.26166667,-111.7744444
10.5,25.26527778,-103.7736111
303,25.27916667,-111.2852778
121,25.33555556,-111.6391667
780.21,25.34194444,-107.5430556
935.25,25.34305556,-107.2208333
589.6,25.34611111,-100.28
598.9,25.35,-105.1
118.02,25.3625,-111.1722222
47.4,25.36333333,-106.7005556
322.03,25.36805556,-111.5194444
202.07,25.39722222,-111.755
447.31,25.42,-104.28
898.71,25.42944444,-100.1288889
665,25.46944444,-108.0916667
111,25.49027778,-111.9152778
482.17,25.5,-105.25
340.02,25.50138889,-99.52138889
435.4,25.50555556,-103.6538889
686.04,25.54333333,-99.84027778
16,25.54611111,-103.5219444
343,25.54833333,-104.5838889
454.67,25.5625,-108.4611111
440.62,25.56722222,-104.2916667
585.98,25.57555556,-105.2197222
221.08,25.5875,-111.6402778
392,25.59722222,-111.3361111
10,25.60083333,-105.7463889
345.82,25.61388889,-111.7461111
26.3,25.61444444,-105.0036111
635,25.61694444,-106.3244444
24,25.65222222,-104.5291667
587.62,25.66111111,-108.06
515.8,25.66777778,-108.02
820,25.71527778,-107.9163889
456.09,25.71805556,-99.25583333
51,25.73361111,-100.3047222
0,25.73472222,-111.2694444
180,25.76111111,-112.0375
561.74,25.76666667,-104.9333333
672.5,25.76666667,-105.7858333
294.6,25.77361111,-104.2877778
117.07,25.81388889,-103.5741667
244.7,25.83222222,-103.8466667
9.7,25.83333333,-97.43333333
10,25.85027778,-100.5241667
1018,25.86527778,-111.5444444
64.6,25.87222222,-108.3236111
622,25.87861111,-104.1625
10,25.89444444,-108.025
159.01,25.95916667,-112.0819444
607.5,26.00444444,-105.5266667
256.57,26.01277778,-111.3433333
21.4,26.01666667,-111.3472222
991.13,26.04305556,-107.4566667
216.5,26.05833333,-111.825
161.9,26.10638889,-103.4427778
461.82,26.12694444,-105.0166667
125,26.14,-103.7591667
340.8,26.14166667,-111.4555556
148,26.18194444,-112.0777778
268,26.22472222,-111.475
35.1,26.23111111,-104.4983333
93.43,26.23222222,-98.59694444
122.01,26.25583333,-98.80638889
34.04,26.25694444,-112.4827778
281.78,26.32388889,-104.3511111
256,26.34861111,-112.1708333
109,26.38055556,-112.5986111
296.41,26.49333333,-99.52416667
646,26.50611111,-105.6441667
144,26.52083333,-112.5041667
90.14,26.52666667,-112.6533333
292,26.52916667,-104.1344444
289.5,26.54333333,-111.5491667
129.09,26.58888889,-112.7222222
275.52,26.62916667,-112.3327778
76.4,26.68555556,-103.7469444
865.81,26.7,-108.3166667
0,26.71555556,-113.5741667
557,26.72083333,-112.3055556
126.9,26.74166667,-104.3380556
625,26.76194444,-108.7833333
30,26.76416667,-112.4186111
212.92,26.76694444,-108.8216667
142,26.81555556,-108.9980556
104,26.82083333,-112.7972222
275.1,26.885,-112.6161111
410.5,26.88888889,-111.9844444
460,26.91833333,-109.4533333
87.8,26.92222222,-112.4083333
390.47,27.01194444,-109.4922222
332.2,27.05944444,-109.0063889
668.2,27.06111111,-112.2388889
277,27.06388889,-100.0133333
369.68,27.07194444,-109.4433333
13.5,27.12555556,-109.8419444
64,27.1375,-112.9055556
0.4,27.1425,-114.3
200.5,27.15416667,-112.1527778
41,27.19361111,-109.1955556
481,27.22138889,-112.2205556
5.4,27.26,-112.3508333
10,27.28333333,-112.25
29.8,27.29166667,-109.3583333
113,27.29861111,-112.875
34.8,27.3,-109.9683333
414.93,27.33888889,-112.2697222
393.82,27.35305556,-109.8594444
43.5,27.35416667,-110.0355556
63.6,27.39305556,-108.5361111
50.4,27.40944444,-110.0375
140.2,27.41111111,-112.5777778
39.6,27.41194444,-108.8766667
41.9,27.415,-109.6283333
39.1,27.45472222,-110.0361111
449.5,27.48138889,-109.9380556
29.7,27.48333333,-109.9166667
635.65,27.51944444,-109.2530556
325.63,27.54388889,-105.4119444
93.94,27.54861111,-113.3888889
467.55,27.54861111,-112.975
355.78,27.55,-110.5
316.48,27.57722222,-105.3713889
360.48,27.58416667,-110.3244444
191,27.59833333,-113.0319444
326.85,27.59833333,-109.9302778
100.91,27.64722222,-113.4430556
76.5,27.68888889,-114.8972222
401.55,27.71305556,-109.9041667
27.5,27.77666667,-109.9044444
35.9,27.82305556,-109.8858333
134,27.83888889,-113.3208333
611.08,27.84083333,-109.3675
0,27.84694444,-115.0813889
76.5,27.88472222,-113.7777778
15.25,27.96805556,-114.0458333
294,27.98333333,-110.9666667
647.64,28.28333333,-110.7
529.5,28.46666667,-109.5333333
507.55,28.47333333,-110.31
522.03,28.625,-109.9525
374.6,28.67055556,-106.1302778
744.1,28.75,-109.6344444
321.55,28.75972222,-107.6975
10,28.77166667,-107.2555556
345.81,28.77333333,-105.9636111
401.51,28.80277778,-106.4847222
11.4,28.82277778,-111.9366667
78.5,28.89666667,-110.25
475.6,28.89666667,-110.8319444
254.2,28.90361111,-111.555
301,28.93194444,-109.7483333
416.41,28.95,-107.8166667
302.69,28.97861111,-105.3116667
645.08,29.00361111,-110.1377778
803,29.05527778,-109.2327778
50.2,29.09888889,-110.9541667
473,29.12666667,-110.3147222
54.3,29.20444444,-110.1402778
518.22,29.21333333,-110.7286111
386.2,29.26361111,-107.4572222
478.34,29.27083333,-110.6358333
568.56,29.42694444,-110.3922222
633.05,29.71055556,-110.5705556
590.81,29.825,-110.2261111
40.1,29.83666667,-111.4788889
58.8,30.05055556,-111.0213889
443.64,30.05472222,-106.9069444
35.4,30.15555556,-110.245
498.13,30.21055556,-108.9572222
518.8,30.33583333,-110.1675
533.7,30.39777778,-107.9072222
504.5,30.45194444,-111.2061111
683.19,30.53333333,-111.1166667
20,30.59888889,-110.8958333
459.5,30.59888889,-110.2386111
526.2,30.615,-110.9488889
446.01,30.63194444,-109.97
432,30.66583333,-111.405
40.5,30.78333333,-110.85
100.31,31.02916667,-114.8394444
28.8,31.14833333,-109.5413889
530,31.22833333,-110.5933333
703.7,31.31861111,-110.9458333
50.6,31.32694444,-109.9477778
196,31.61027778,-115.9375
192.83,31.86138889,-112.8544444
142.25,31.89583333,-115.5972222
74.04,32.41277778,-115.1919444
59.46,32.47611111,-114.7619444
254.53,32.54388889,-116.6783333
48.25,32.55,-115.4666667
67.28,32.71527778,-114.7288889
508.8,20.12833333 ,-99.99666667 
519.18,20.12916667 ,-100.0097222 
620,20.18472222 ,-100.1455556 
303.82,20.37416667 ,-99.99833333 
166.06,20.3825 ,-100.3872222 
486.03,20.38388889 ,-100.2805556 
387.81,20.39305556 ,-100.0941667 
69.3,20.48611111 ,-100.1875 
305.19,20.49194444 ,-100.3033333 
343.69,20.50416667 ,-100.4244444 
339.51,20.51305556 ,-99.9 
332.59,20.52194444 ,-100.4480556 
360.68,20.57027778 ,-100.3697222 
304.75,20.58333333 ,-100.4 
389.89,20.69333333 ,-99.81333333 
224.25,20.69861111 ,-100.1441667 
26.2,20.70444444 ,-100.4594444 
247.34,20.71916667 ,-99.6925 
301,20.74166667 ,-99.94166667 
239.02,20.78555556 ,-100.0452778 
405.07,20.81472222 ,-100.55 
486.08,20.85055556 ,-99.58777778 
180.37,20.85333333 ,-100.0619444 
170.8,20.85722222 ,-99.89972222 
381,20.90416667 ,-100.2116667 
799.82,20.91611111 ,-99.565 
193.62,21.04 ,-99.86277778 
203.29,21.05 ,-99.8 
70.3,21.13527778 ,-99.6275 
259.8,21.14833333 ,-99.77888889 
546.5,21.21666667 ,-99.46666667 
282.56,21.24222222 ,-99.26027778 
406.5,21.32527778 ,-99.20416667 
32.8,21.36527778 ,-99.59027778 
167.26,21.54833333 ,-99.68861111 
241.99,25.06805556 ,-103.2838889 
263,25.11611111 ,-102.6322222 
22.1,25.36472222 ,-101.5780556 
13,25.38305556 ,-101.4755556 
238.1,25.43333333 ,-101 
146.8,25.43833333 ,-102.1727778 
148.65,25.48944444 ,-102.9425 
10.1,25.51833333 ,-101.3861111 
151.63,25.52777778 ,-103.2280556 
10,25.53916667 ,-100.9508333 
154.48,25.54222222 ,-103.4691667 
44.07,25.62277778 ,-102.6222222 
107.63,25.69666667 ,-103.3402778 
11,25.69833333 ,-101.4047222 
103,25.72972222 ,-102.0127778 
96.42,25.75722222 ,-102.9955556 
126.09,25.75888889 ,-103.0536111 
43.6,25.77388889 ,-103.2627778 
81.43,25.93916667 ,-103.2825 
13,25.97694444 ,-101.2488889 
7.2,26.12805556 ,-101.0763889 
25,26.39277778 ,-101.3533333 
10,26.61333333 ,-102.2730556 
10,26.77305556 ,-101.4158333 
299.1,26.8275 ,-102.725 
196.9,26.84138889 ,-100.7602778 
308.9,26.90833333 ,-101.4225 
150.76,26.93472222 ,-102.2072222 
141,26.93916667 ,-102.2230556 
10,27.00388889 ,-101.7244444 
10,27.14222222 ,-101.6522222 
10,27.18277778 ,-101.4327778 
288.1,27.22916667 ,-101.2275 
336.8,27.28555556 ,-103.7002778 
127,27.3125 ,-102.3963889 
353,27.88666667 ,-101.4022222 
148.6,27.9797222 ,-102.6944444 
159.9,28.48722222 ,-100.9166667 
594.7,28.7 ,-100.5166667 
297,29.03638889 ,-100.9555556 
507,29.15861111 ,-100.9883333 
33.6,29.21472222 ,-100.945 
