temperaturamximaextrema_ACUM,latitud,longitud
36.8,21.04083333,-98.15305556
38.3,21.05194444,-103.4388889
35,21.09583333,-87.48555556
30.2,21.10777778,-100.8780556
32.5,21.11638889,-97.41333333
32.4,21.13611111,-101.6988889
32.6,21.15222222,-100.9513889
34.4,21.15666667,-86.82027778
29.2,21.18166667,-102.8905556
11,21.20694444,-103.4588889
36.8,21.2125,-103.3638889
29.2,21.22,-100.4961111
36.6,21.22027778,-98.67444444
32.3,21.22388889,-103.6058333
11,21.22444444,-101.82
36.5,21.24111111,-98.75888889
35.2,21.27583333,-89.65388889
38.4,21.29805556,-98.35638889
35,21.29861111,-100.0925
33.2,21.29888889,-104.8766667
31.3,21.29916667,-100.5166667
33.6,21.30944444,-104.9066667
30.9,21.31805556,-105.0130556
11,21.32583333,-101.7138889
37.1,21.32666667,-98.83888889
36.2,21.32916667,-97.8775
11,21.32972222,-103.6141667
35.7,21.345,-98.22611111
32.6,21.34777778,-101.9413889
42.7,21.35388889,-97.68166667
32,21.3575,-102.8455556
33.1,21.36027778,-101.9205556
38.8,21.37277778,-98.65527778
35.2,21.37666667,-104.6183333
36.7,21.378333,-98.763056
32.8,21.38555556,-98.99055556
11,21.39166667,-98.875
38.5,21.40472222,-103.1141667
11,21.41388889,-98.48333333
39.3,21.41805556,-98.88333333
32.2,21.43083333,-99.00833333
34.8,21.43361111,-102.5738889
37.8,21.46166667,-103.0866667
33.2,21.46861111,-103.4619444
40.3,21.47166667,-98.97166667
11,21.48277778,-101.2166667
11,21.48638889,-103.0208333
36.7,21.48666667,-97.91333333
33.8,21.48916667,-104.8930556
40.2,21.49166667,-98.64916667
29.5,21.49944444,-103.5505556
33.8,21.50416667,-98.56472222
36.4,21.54,-102.5966667
38.7,21.56083333,-98.81916667
34,21.56333333,-102.4394444
38.5,21.60472222,-103.3377778
39.2,21.61722222,-98.65277778
27.6,21.62555556,-101.9663889
35.2,21.62777778,-99.01583333
11,21.63166667,-102.3911111
11,21.63333333,-99.25833333
32.7,21.64944444,-103.3397222
28.6,21.65,-101.4797222
38.3,21.65222222,-102.9813889
42.2,21.66666667,-98.97333333
37.8,21.66666667,-98.88444444
30.8,21.66694444,-100.5727778
33.1,21.68166667,-97.69388889
33.8,21.70166667,-99.04166667
33.7,21.72583333,-102.2722222
34.4,21.73111111,-102.4527778
30.5,21.7325,-103.2147222
36.9,21.73472222,-98.95
28.1,21.74222222,-102.7169444
28.9,21.74805556,-102.1702778
31.4,21.75722222,-102.3022222
32.3,21.77361111,-103.3094444
28.9,21.77861111,-102.1038889
32,21.78055556,-102.3716667
39.8,21.785,-98.91777778
33.7,21.79444444,-102.8016667
29.7,21.80194444,-102.2730556
42,21.80583333,-98.99166667
31.8,21.80944444,-102.1297222
11,21.80944444,-99.85444444
29.7,21.81138889,-103.4591667
34.8,21.81416667,-98.01416667
38.2,21.825,-103.7833333
38.1,21.83222222,-98.50388889
30.8,21.83527778,-102.1825
36.7,21.83583333,-98.81666667
31.5,21.8375,-102.5222222
32.3,21.85027778,-102.2908333
33.2,21.86,-102.6638889
36,21.87,-98.68333333
29.9,21.87722222,-102.4633333
28.5,21.885,-102.1091667
11,21.89027778,-102.8325
38,21.89027778,-98.85416667
31.9,21.89555556,-102.3086111
31.5,21.89777778,-101.9925
39,21.905,-99.24861111
11,21.90555556,-102.265
28.8,21.90916667,-102.0869444
29.3,21.91333333,-101.3844444
28.9,21.91638889,-101.9694444
11,21.92138889,-99.99638889
31.7,21.92333333,-103.3163889
26.3,21.93333333,-103.0933333
29.6,21.935,-102.5508333
29.8,21.93777778,-100.5844444
30.7,21.95861111,-102.4758333
29.8,21.96222222,-102.3505556
35.2,21.96444444,-102.6972222
11,21.9725,-102.3625
37.2,21.97361111,-99.00138889
38.2,21.975,-98.56666667
31.2,21.97583333,-102.0619444
31.2,21.98638889,-102.35
32.7,21.99666667,-102.6741667
34.4,22.00027778,-102.8891667
32.1,22.00083333,-102.1988889
42.1,22.001667,-98.761667
39.8,22.00638889,-99.05444444
36.5,22.01694444,-100.375
34,22.01833333,-101.8547222
28.9,22.01888889,-101.9991667
30.8,22.03916667,-101.8925
11,22.05305556,-100.4588889
30.9,22.05888889,-103.3619444
37.1,22.05916667,-98.17555556
30.8,22.07888889,-102.2730556
11,22.08305556,-102.0911111
31.3,22.08833333,-101.9672222
31.9,22.09111111,-102.1813889
34,22.09777778,-102.8719444
35.2,22.09833333,-100.71
31.2,22.10083333,-102.0677778
41.7,22.11,-99.28666667
29.5,22.11777778,-101.3991667
37.3,22.11805556,-99.16666667
32.7,22.12083333,-102.8591667
31.4,22.12333333,-102.5111111
38.7,22.12583333,-98.73
31,22.12805556,-102.3594444
33.1,22.13388889,-99.54
31.1,22.14138889,-102.4152778
31,22.14722222,-102.2791667
33.8,22.15666667,-103.2327778
25.5,22.16444444,-102.5541667
11,22.16638889,-101.9519444
26.8,22.1775,-102.5861111
39.9,22.18333333,-98.56111111
29.2,22.20277778,-102.135
11,22.2075,-101.0222222
30.8,22.20833333,-102.0222222
37.5,22.21027778,-98.39055556
36.1,22.21361111,-98.985
11,22.22361111,-102.1688889
37.9,22.23,-98.41222222
31.2,22.23277778,-102.4436111
40.9,22.24694444,-99.12083333
34.8,22.25305556,-99.67416667
42.4,22.25527778,-104.5161111
32.5,22.26472222,-101.9855556
11,22.28277778,-101.5808333
30.7,22.28611111,-102.2358333
11,22.30694444,-103.5616667
31,22.31333333,-102.1658333
35.6,22.32194444,-98.87
43,22.32444444,-98.1475
30.9,22.33305556,-103.4933333
29.5,22.34722222,-102.7966667
11,22.34722222,-101.7158333
43.7,22.36111111,-104.4316667
31.8,22.36277778,-102.8891667
24.2,22.36277778,-102.2969444
36.9,22.36277778,-99.86416667
34.2,22.3775,-97.91333333
11,22.39583333,-101.8313889
35.3,22.4,-103.7261111
34.3,22.40194444,-99.59944444
37.8,22.40555556,-105.4583333
32,22.41194444,-99.84694444
38,22.42388889,-98.42277778
39.8,22.43,-99.30666667
34.6,22.43194444,-100.2808333
30.9,22.43333333,-105.1708333
32.2,22.43888889,-102.2516667
31.4,22.44194444,-101.7855556
32.9,22.45305556,-102.3472222
32.7,22.45472222,-103.1536111
27.9,22.46805556,-104.2166667
31.8,22.48527778,-99.56277778
31.4,22.4875,-102.46
11,22.49055556,-103.8388889
23.2,22.52083333,-104.3186111
36.5,22.53333333,-99.33333333
31,22.54444444,-103.5663889
31.4,22.54805556,-102.7908333
31.3,22.57777778,-102.2694444
11,22.60444444,-101.4386111
30.3,22.60972222,-103.0975
30.2,22.61694444,-102.7672222
27,22.6175,-100.3980556
29.7,22.62361111,-103.4116667
38.2,22.6375,-105.3208333
11,22.64277778,-103.0019444
29.1,22.64972222,-103.6997222
29.9,22.65333333,-102.355
36.5,22.66194444,-99.90611111
29.1,22.6625,-103.3575
27.9,22.66861111,-101.1294444
33.6,22.68611111,-103.6025
34.7,22.72111111,-102.6866667
31.9,22.74555556,-102.3694444
11,22.74694444,-102.5066667
27.8,22.76138889,-102.5766667
25.9,22.7675,-102.5886111
11,22.77194444,-103.9441667
31.3,22.77277778,-103.5686111
24.3,22.77888889,-102.5669444
36.2,22.79833333,-105.265
31.1,22.82361111,-102.9516667
11,22.83166667,-102.4988889
30.2,22.84472222,-103.3825
37.4,22.85222222,-99.12
28.8,22.85805556,-102.6066667
11,22.87694444,-98.035
31.8,22.88194444,-109.9125
28.8,22.90861111,-102.6597222
29,22.91166667,-103.2780556
31.2,22.92027778,-101.095
29,22.92583333,-103.1127778
32.2,22.94083333,-102.4875
11,22.98861111,-99.145
29.5,22.99277778,-102.8372222
11,22.99694444,-102.6605556
37.6,23.02277778,-99.09444444
35.2,23.05305556,-109.915
32,23.06944444,-109.7069444
33.2,23.075,-110.0258333
38,23.08416667,-98.7875
26.2,23.09194444,-103.6711111
34.5,23.10833333,-109.8541667
31.6,23.11444444,-101.5458333
39,23.14444444,-98.75111111
29.1,23.14805556,-101.3430556
32.6,23.16444444,-101.8858333
30.4,23.17388889,-102.8908333
37.8,23.17833333,-109.7016667
37.6,23.21666667,-99.07666667
35,23.22083333,-110.1444444
29,23.23166667,-103.6438889
11,23.23888889,-99.09611111
32.5,23.24138889,-102.5747222
32.6,23.24888889,-103.8047222
29.8,23.27083333,-109.7791667
29.7,23.28166667,-103.1088889
32.6,23.28861111,-109.4377778
30.2,23.28888889,-102.3441667
29.8,23.33194444,-109.9472222
36.6,23.34055556,-106.2405556
11,23.34583333,-109.6458333
31.2,23.36388889,-110.1652778
34.7,23.38527778,-109.8169444
34.5,23.4225,-100.1180556
37.5,23.43888889,-110.0694444
34.8,23.44111111,-109.7944444
34.7,23.44861111,-110.2233333
11,23.44972222,-102.9597222
30.8,23.45027778,-102.3891667
26.5,23.45361111,-105.8258333
33.2,23.45361111,-99.50916667
29.2,23.47194444,-103.88
31.2,23.47222222,-109.4527778
30,23.47388889,-103.5813889
32.8,23.49777778,-102.1336111
37.5,23.53333333,-110.0744444
33.5,23.54222222,-110.1491667
28.4,23.55555556,-103.5669444
34.9,23.5625,-106.4666667
33.2,23.57444444,-99.85666667
29.2,23.58,-103.2638889
37.8,23.58194444,-110.2208333
33,23.59722222,-109.5861111
29.2,23.61805556,-101.7230556
35.4,23.62666667,-98.37083333
30.4,23.63472222,-103.6397222
30.3,23.63888889,-103.6366667
30.2,23.64583333,-100.7011111
26.4,23.64972222,-103.4475
36,23.68055556,-109.6972222
32.6,23.69027778,-109.9444444
24.9,23.69027778,-105.3527778
33,23.69305556,-103.0936111
36.5,23.69583333,-110.1194444
36.9,23.69916667,-99.18805556
35.4,23.7,-98.2
32.8,23.72388889,-106.7816667
39.6,23.725,-98.74527778
37.7,23.73222222,-99.17722222
29,23.73333333,-101.2244444
34.8,23.74166667,-109.8402778
39.1,23.74777778,-99.17166667
33.1,23.75555556,-110.2705556
31.9,23.78333333,-102.1602778
35.1,23.80222222,-110.1091667
38.8,23.80694444,-110.0583333
32.3,23.81694444,-103.0258333
26.6,23.82166667,-104.9261111
28,23.83444444,-105.0416667
33.8,23.87805556,-110.1130556
34,23.88527778,-100.9513889
34.4,23.89305556,-110.1430556
34.9,23.91388889,-106.9041667
39.4,23.91861111,-99.00444444
11,23.95666667,-103.4475
29.3,23.96444444,-104.735
36.3,23.96805556,-109.9361111
11,23.98333333,-99.75
21.1,23.98638889,-104.6361111
32.3,24.00138889,-103.0194444
36.4,24.03611111,-110.125
41.2,24.07083333,-98.74222222
33.8,24.08027778,-109.9944444
37.4,24.08388889,-99.12694444
33,24.09472222,-104.5997222
37.3,24.10305556,-99.81833333
36.5,24.13472222,-110.3361111
36.8,24.14583333,-110.2055556
38.5,24.14833333,-105.9527778
29.2,24.14861111,-110.5677778
36.6,24.18138889,-99.59527778
28.5,24.20527778,-104.6580556
30,24.21444444,-101.9222222
30.2,24.25138889,-103.7955556
40,24.2525,-99.43444444
35.6,24.26888889,-106.5197222
11,24.28166667,-103.3977778
30.1,24.2875,-103.4430556
32.6,24.28861111,-103.5066667
36.2,24.30416667,-111.2125
37.6,24.32222222,-102.8844444
37.5,24.32361111,-107.3677778
32.2,24.39166667,-111.1083333
36,24.40111111,-103.7369444
37.6,24.44333333,-103.1325
26.2,24.44388889,-105.785
38.5,24.46972222,-111.0016667
11,24.4875,-106.9541667
11,24.52277778,-105.9516667
37.2,24.55277778,-103.9641667
38,24.56666667,-99.55111111
34.2,24.57666667,-102.7802778
33.4,24.59027778,-111.4638889
36,24.59388889,-110.9916667
30.8,24.62138889,-101.3894444
35.8,24.63138889,-102.7827778
29.6,24.64055556,-103.6983333
27.4,24.64055556,-101.5558333
32.5,24.65138889,-111.2152778
33,24.65833333,-107.8422222
11,24.66694444,-99.25388889
31.9,24.73666667,-103.5855556
35.6,24.74805556,-107.4344444
36.7,24.76555556,-107.7030556
37.7,24.77972222,-111.15
11,24.79166667,-112.1111111
36.1,24.79194444,-107.3980556
32.7,24.79305556,-104.0377778
37.5,24.8,-107.1625
28.8,24.80694444,-104.9219444
11,24.80833333,-105.1338889
34.9,24.8125,-110.9805556
38.9,24.82861111,-111.2188889
37.7,24.83888889,-111.1272222
35.8,24.84027778,-111.7833333
11,24.84444444,-110.9736111
34.6,24.86944444,-103.6983333
40.2,24.9075,-111.2905556
37.5,24.93,-111.6283333
35.8,24.93611111,-107.82
23.2,24.99166667,-111.4
11,25.00055556,-111.8338889
37.2,25.00972222,-111.6466667
37.3,25.03222222,-111.6702778
34.5,25.05,-105.4152778
42.1,25.05333333,-111.1222222
28.2,25.0625,-106.5305556
37.2,25.09166667,-111.3255556
38.4,25.09444444,-111.5083333
36.4,25.09444444,-107.3930556
33.9,25.12083333,-111.8133333
43.8,25.12222222,-111.9541667
11,25.12916667,-106.3625
11,25.18194444,-99.83222222
35.7,25.18333333,-104.5625
37.1,25.18888889,-111.4111111
30.8,25.19527778,-112.1111111
39,25.20138889,-111.5597222
34.2,25.22055556,-105.4488889
38.7,25.22222222,-108.1902778
11,25.26166667,-111.7744444
11,25.26527778,-103.7736111
42.1,25.27916667,-111.2852778
35.3,25.33555556,-111.6391667
37.8,25.34194444,-107.5430556
39.5,25.34305556,-107.2208333
32.1,25.34611111,-100.28
28.4,25.35,-105.1
38.6,25.3625,-111.1722222
11,25.36333333,-106.7005556
37.4,25.36805556,-111.5194444
36.8,25.39722222,-111.755
34.8,25.42,-104.28
37.6,25.42944444,-100.1288889
37.6,25.46944444,-108.0916667
33.4,25.49027778,-111.9152778
30.2,25.5,-105.25
41.2,25.50138889,-99.52138889
37.4,25.50555556,-103.6538889
36.2,25.54333333,-99.84027778
34.3,25.54611111,-103.5219444
30.5,25.54833333,-104.5838889
37.2,25.5625,-108.4611111
34,25.56722222,-104.2916667
32.1,25.57555556,-105.2197222
35.8,25.5875,-111.6402778
36.9,25.59722222,-111.3361111
28.8,25.60083333,-105.7463889
31.6,25.61388889,-111.7461111
33.6,25.61444444,-105.0036111
24.1,25.61694444,-106.3244444
27.4,25.65222222,-104.5291667
36.5,25.66111111,-108.06
39.1,25.66777778,-108.02
38.9,25.71527778,-107.9163889
37,25.71805556,-99.25583333
38.1,25.73361111,-100.3047222
34.4,25.73472222,-111.2694444
11,25.76111111,-112.0375
30.4,25.76666667,-105.7858333
29,25.76666667,-104.9333333
29.1,25.77361111,-104.2877778
34.7,25.81388889,-103.5741667
36,25.83222222,-103.8466667
11,25.83333333,-97.43333333
29.5,25.86527778,-111.5444444
11,25.87222222,-108.3236111
31,25.87861111,-104.1625
39.2,25.95916667,-112.0819444
30.4,26.00444444,-105.5266667
34.9,26.01277778,-111.3433333
11,26.01666667,-111.3472222
37.9,26.04305556,-107.4566667
36.8,26.05833333,-111.825
36.2,26.10638889,-103.4427778
27.1,26.12694444,-105.0166667
35.1,26.14,-103.7591667
34,26.14166667,-111.4555556
36.5,26.18194444,-112.0777778
38.6,26.22472222,-111.475
34.7,26.23111111,-104.4983333
34.6,26.23222222,-98.59694444
34.8,26.25583333,-98.80638889
30.1,26.25694444,-112.4827778
36.3,26.32388889,-104.3511111
35.5,26.34861111,-112.1708333
11,26.38055556,-112.5986111
38.1,26.49333333,-99.52416667
29.6,26.50611111,-105.6441667
35,26.52083333,-112.5041667
35.5,26.52666667,-112.6533333
31.2,26.52916667,-104.1344444
34.8,26.54333333,-111.5491667
37.8,26.58888889,-112.7222222
40.1,26.62916667,-112.3327778
35,26.68555556,-103.7469444
38.4,26.7,-108.3166667
27.1,26.71555556,-113.5741667
34.6,26.74166667,-104.3380556
40.8,26.76194444,-108.7833333
37.8,26.76416667,-112.4186111
32.4,26.76694444,-108.8216667
41.1,26.81555556,-108.9980556
38.8,26.82083333,-112.7972222
34.7,26.88888889,-111.9844444
36,26.89777778,-103.8527778
33.1,26.91833333,-109.4533333
39.6,27.01194444,-109.4922222
37.4,27.05944444,-109.0063889
34.5,27.06111111,-112.2388889
40,27.06388889,-100.0133333
38.4,27.07194444,-109.4433333
11,27.12555556,-109.8419444
37.4,27.1375,-112.9055556
31.3,27.15416667,-112.1527778
11,27.19361111,-109.1955556
35.6,27.22138889,-112.2205556
31,27.28333333,-112.25
11,27.29166667,-109.3583333
38.2,27.29861111,-112.875
11,27.3,-109.9683333
33,27.33888889,-112.2697222
37.2,27.35305556,-109.8594444
11,27.35416667,-110.0355556
11,27.39305556,-108.5361111
11,27.40944444,-110.0375
11,27.41111111,-112.5777778
11,27.41194444,-108.8766667
11,27.415,-109.6283333
36.3,27.45472222,-110.0361111
39,27.48138889,-109.9380556
11,27.48333333,-109.9166667
35.6,27.51944444,-109.2530556
35.5,27.54388889,-105.4119444
35.7,27.54861111,-113.3888889
11,27.54861111,-112.975
35.7,27.55,-110.5
34,27.57722222,-105.3713889
37.4,27.58416667,-110.3244444
11,27.59833333,-113.0319444
39.1,27.59833333,-109.9302778
34.1,27.64722222,-113.4430556
11,27.68888889,-114.8972222
37.9,27.71305556,-109.9041667
11,27.77666667,-109.9044444
11,27.82305556,-109.8858333
38,27.84083333,-109.3675
11,27.84694444,-115.0813889
34.5,27.88472222,-113.7777778
29.1,27.96805556,-114.0458333
37.8,27.98333333,-110.9666667
37,28.28333333,-110.7
31.6,28.46666667,-109.5333333
38.7,28.47333333,-110.31
34.9,28.625,-109.9525
34,28.67055556,-106.1302778
40.6,28.75,-109.6344444
28.9,28.75972222,-107.6975
11,28.77166667,-107.2555556
34.8,28.77333333,-105.9636111
27.3,28.80277778,-106.4847222
11,28.82277778,-111.9366667
11,28.89666667,-110.8319444
11,28.89666667,-110.25
37.4,28.90361111,-111.555
29.6,28.93194444,-109.7483333
30.6,28.95,-107.8166667
38.6,28.97861111,-105.3116667
39.3,29.00361111,-110.1377778
38.4,29.05527778,-109.2327778
11,29.09888889,-110.9541667
38.7,29.12666667,-110.3147222
11,29.20444444,-110.1402778
38.9,29.21333333,-110.7286111
32.9,29.26361111,-107.4572222
41.1,29.27083333,-110.6358333
37.2,29.42694444,-110.3922222
35.6,29.71055556,-110.5705556
34.9,29.825,-110.2261111
11,29.83666667,-111.4788889
39,30.05055556,-111.0213889
30.9,30.05472222,-106.9069444
11,30.15555556,-110.245
32.2,30.21055556,-108.9572222
31.4,30.33583333,-110.1675
31.7,30.39777778,-107.9072222
11,30.45194444,-111.2061111
32.5,30.53333333,-111.1166667
35.7,30.59888889,-110.8958333
34,30.59888889,-110.2386111
34.6,30.615,-110.9488889
32.8,30.63194444,-109.97
11,30.66583333,-111.405
11,30.78333333,-110.85
35.3,31.02916667,-114.8394444
11,31.14833333,-109.5413889
32.6,31.22833333,-110.5933333
31.2,31.31861111,-110.9458333
11,31.32694444,-109.9477778
27.9,31.61027778,-115.9375
36.7,31.86138889,-112.8544444
30.3,31.89583333,-115.5972222
38.5,32.41277778,-115.1919444
37.9,32.47611111,-114.7619444
35.1,32.54388889,-116.6783333
41.1,32.55,-115.4666667
37.2,32.71527778,-114.7288889
28.2,20.12833333 ,20.12833333 
26.4,20.12916667 ,20.12916667 
26.9,20.18472222 ,20.18472222 
34.8,20.37416667 ,20.37416667 
29.4,20.3825 ,20.3825 
28.3,20.38388889 ,20.38388889 
33.1,20.39305556 ,20.39305556 
29.1,20.48611111 ,20.48611111 
31,20.49194444 ,20.49194444 
32.3,20.50416667 ,20.50416667 
27,20.51305556 ,20.51305556 
30.7,20.52194444 ,20.52194444 
31.1,20.57027778 ,20.57027778 
31.1,20.58333333 ,20.58333333 
28.2,20.69333333 ,20.69333333 
28.3,20.69861111 ,20.69861111 
11,20.70444444 ,20.70444444 
29.4,20.71916667 ,20.71916667 
31.7,20.74166667 ,20.74166667 
31.2,20.78555556 ,20.78555556 
30.8,20.81472222 ,20.81472222 
20.8,20.85055556 ,20.85055556 
32.3,20.85333333 ,20.85333333 
39,20.85722222 ,20.85722222 
31,20.90416667 ,20.90416667 
24.1,20.91611111 ,20.91611111 
11,21.04 ,21.04 
38,21.05 ,21.05 
11,21.13527778 ,21.13527778 
32.8,21.14833333 ,21.14833333 
39,21.21666667 ,21.21666667 
36.3,21.24222222 ,21.24222222 
33.4,21.32527778 ,21.32527778 
11,21.36527778 ,21.36527778 
35.2,21.54833333 ,21.54833333 
35.3,25.06805556 ,25.06805556 
34.5,25.11611111 ,25.11611111 
11,25.38305556 ,25.38305556 
31,25.43333333 ,25.43333333 
34,25.43833333 ,25.43833333 
36.8,25.48944444 ,25.48944444 
11,25.51833333 ,25.51833333 
11,25.52777778 ,25.52777778 
11,25.53916667 ,25.53916667 
36.8,25.54222222 ,25.54222222 
36.1,25.62277778 ,25.62277778 
39.9,25.69666667 ,25.69666667 
34.5,25.72972222 ,25.72972222 
39,25.75722222 ,25.75722222 
38.4,25.75888889 ,25.75888889 
11,25.77388889 ,25.77388889 
11,25.93916667 ,25.93916667 
11,25.97694444 ,25.97694444 
11,26.12805556 ,26.12805556 
11,26.39277778 ,26.39277778 
35,26.8275 ,26.8275 
36.5,26.84138889 ,26.84138889 
39,26.90833333 ,26.90833333 
32.9,26.93472222 ,26.93472222 
38.1,26.93916667 ,26.93916667 
39.4,27.22916667 ,27.22916667 
30.5,27.28555556 ,27.28555556 
33.7,27.3125 ,27.3125 
35.8,27.88666667 ,27.88666667 
34.2,27.9797222 ,27.9797222 
35.6,28.48722222 ,28.48722222 
37.4,28.7 ,28.7 
37.2,29.03638889 ,29.03638889 
35.2,29.15861111 ,29.15861111 
